"ID","LACT","PrevDryDAT","FDAT","EASE","wasbred","ai1_DIM","ai1DIM","DIM1aidif","ai1_Date","outcome1AI","ai2","ai3","ai4","ai5","ai6","ai7","ai8","ai9","ai10","tmsbred","days1AItoPREG","PREG","conception_DIM","conceptionDIM","conception_DIMdif","conception_Date","PAI1","Abort_DIM","abort_Date","ABORTO","EPL","gestationDAYS","DIED","Died_DIM","died_Date","INDGST","Indigest_DIM","Indigest_Date","INJURY","Injury_DIM","Injury_Date","KETOSIS","ket_DIM","ket_Date","Lame_diagnosis","lame_DIM","lame_Date","lame","LDA","lda_DIM","lda_Date","MAST","mast_DIM","mast_Date","mast_Remark","MET","met_DIM","met_Date","MFEVER","mfever_DIM","mfever_Date","PYO","PYO_DIM","PYO_Date","PNEU","pneu_DIM","pneu_Date","rtp","RETAINP_DIM","RETAINP_Date","SOLD","sold_DIM","sold_Date","calvBCS","BCS7dim_Date","BCS7dim","BCS14dim_Date","BCS14dim","BCS21dim_Date","BCS21dim","BCS28dim_Date","BCS28dim","BCS35dim_Date","BCS35dim","BCS42dim_Date","BCS42dim","BCS49dim_Date","BCS49dim","BCS56dim_Date","BCS56dim","BCS63dim_Date","BCS63dim","BCS70dim_Date","BCS70dim","BCS77dim_Date","BCS77dim","BCS84dim_Date","BCS84dim","BCS91dim_Date","BCS91dim","BCS100dim_date","BCS100dim","BCSabort","BCSindigest","BCSket","BCSlame","BCSlda","BCSmast","BCSmet","BCSmfever","BCSpyo","BCSpneu","milkavg30","milkavg60","milkavg100","BCS_Date_dryoff","BCS_dryoff","dim_dryoff","nadirDIM","nadirBCS","date_7dafternadir","BCS_7dafternadir","dim_7afternadir","date_14dafternadir","BCS_14dafternadir","dim_14afternadir","date_21dafternadir","BCS_21dafternadir","dim_21afternadir","season","parity","INDGST_nadir","INJURY_nadir","KETOSIS_nadir","lame_nadir","LDA_nadir","MAST_nadir","MET_nadir","MFEVER_nadir","PNEU_nadir","rtp_nadir","PYO_nadir","dyst","REP","META","OTH","health","health_system","HEALTH1","Health_status","BCS_Dry_Calv","BCS_Cal_Nadir","BCS_Nadir_7d","BCS_Nadir_14d","BCS_Nadir_21d","BCS_dry","BCS_calv","BCS_nadir_c","BCS_nadirdim","BCS_Dry_Calv_Cat","BCS_Cal_Nadir_Cat","Q_BCS_7d_afternadir","BCS_Nadir_7d_Cat","Q_BCS_14d_afternadir","BCS_Nadir_14d_Cat","Q_BCS_21d_afternadir","BCS_Nadir_21d_Cat","milk_60","BCS_calv_7dim","BCS_calv_14dim","BCS_calv_21dim","Q_BCS_calv_7dim","Q_BCS_calv_14dim","Q_BCS_calv_21dim","Q_BCS_7dim","Q_BCS_14dim","Q_BCS_21dim","study","GNM","totalmilkproduced305","milkmonth1","milkmonth2","milkmonth3","milkmonth4","milkmonth5","milkmonth6","milkmonth7","milkmonth8","milkmonth9","milkmonth10","Sold_DIM1","sold_Remark","culling_reason","DMI1...195","DMI2...196","DMI3...197","DMI4...198","DMI5...199","DMI6...200","DMI7...201","DMI8...202","DMI9...203","DMI10...204","bcsm1","bcsm2","bcsm3","bcsm4","bcsm5","bcsm6","bcsm7","bcsm8","bcsm9","bcsm10","bcsm11","bcsm12","DMI1...217","DMI2...218","DMI3...219","DMI4...220","DMI5...221","DMI6...222","DMI7...223","DMI8...224","DMI9...225","DMI10...226","nbcs"
18609,2,"44065",2020-10-30,1,1,60,60,0,2020-12-29,"P",2020-12-29,".",".",".",".",".",".",".",".",1,".",1,"60",60,0,"44194","P",".",".","0","0",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,1,"176","44310","NOT B",0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.4,"44141","3.5","44148","3.4","44155","3.5","44162","3.5","44169","3.5","44176","3.3","44183","3.4","44190","3.2","44197","3.3","44204","3.2","44211","3.2","44218","3.1","44225","3","44234","3.2",".",".",".",".",NA,"3.5",".",NA,".",NA,91.54,92.73,90.79,"44065","3.6","-69",91,3,"44232","3.2","98","44239","3.2","105","44246","3.3","112","Fall","MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health","-0.2",-0.4,"0.2","0.2","0.3","Q4","Q3","Q3","Q4","Q1","Q3","Q4","Q4","Q3","Q4","Q4","Q4","Q2","0.1","0","0.1","Q4","Q3","Q4","Q4","Q3","Q4",1,"0",8707.99571312,41.51954372,42.647627024,39.446174688,41.21563708,39.472483024,39.112330976,37.49391472,36.131324352,32.205032,31.48155276,".",NA,NA,"19.569600000000001","20.051600000000001","19.334900000000001","20.438400000000001","20.700900000000001","20.096","19.967600000000001","19.5686","18.664899999999999","18.3887",3.45125,3.48361,3.49016,3.56,3.72258,3.58479,3.64517,3.64359,3.44,3.52031,3.55333,3.52366,"19.569600000000001","20.051600000000001","19.334900000000001","20.438400000000001","20.700900000000001","20.096","19.967600000000001","19.5686","18.664899999999999","18.3887",3
18609,3,"44294",2021-09-29,1,1,60,60,0,2021-11-28,"O",2021-09-12,"44552","44560","44561","44582","44867","44867","44654",".",9,".",0,".",NA,0,".",NA,".",".",".",".",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.5,"44475","3.5","44482","3.6","44489","3.6","44496","3.6","44503","3.6","44510","3.6","44517","3.6","44524","3.6","44531","3.6","44538","3.6","44545","3.6","44552","3.6","44559","3.6","44568","3.6",".",".",".",".",NA,".",".",NA,".",NA,92.03,98.34,103.58,".",".",".",2,3.3,"44477","3.5","9","44484","3.6","16","44491","3.6","23","Fall","MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health",".",-0.2,"0.2","0.3","0.3",NA,"Q4","Q4","Q1",NA,"Q4","Q4","Q4","Q4","Q4","Q4","Q4","Q2","0","0.1","0.1","Q2","Q4","Q4","Q4","Q4","Q4",1,"0",6502.19142488,41.74407176,47.776391768,51.09033492,47.741918776,45.475319552,34.84040152,NA,NA,NA,NA,".",NA,NA,"20.593399999999999","22.3672","22.3858","22.148299999999999","22.273700000000002","18.976700000000001",".",".",".",".",3.45125,3.48361,3.49016,3.56,3.72258,3.58479,3.64517,3.64359,3.44,3.52031,3.55333,3.52366,"20.593399999999999","22.3672","22.3858","22.148299999999999","22.273700000000002","18.976700000000001",".",".",".",".",3.3
18613,2,"43837",2020-08-26,4,1,60,60,0,2020-10-25,"O",2020-11-22,"44192","44197",".",".",".",".",".",".",4,"68",1,"128",128,0,"44197","P",".",".","0","0",".",0,NA,NA,1,"6","44075",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,1,"92","44161","NOT B",1,"19","44088",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.37,"44076","3.3","44083","3.1","44090","3","44097","2.9","44104","2.9","44111","3","44118","2.9",".",".","44132","3","44139","3","44146","2.9","44153","3.1","44160","3.2","44169","3.1",".","3.3",".",".",NA,"3.1","3",NA,".",NA,46.43,64.71,72.43,"44013","3.5","-56",23,2.9,"44099","2.9","30","44106","2.9","37","44113","2.9","44","Summer","MP",1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,"MUL",3,"mult_events","-0.13",-0.47,"0","0","0","Q3","Q3","Q2","Q1","Q2","Q2","Q2","Q1","Q2","Q1","Q2","Q1","Q1","-7.0000000000000007E-2","-0.27","-0.37","Q2","Q1","Q1","Q2","Q1","Q1",1,"-154",8140.62923176,21.061183744,39.716969112,41.253285216,36.406201104,37.182750608,34.455301912,30.2886058,32.82191712,31.69247304,28.994507824,".",NA,NA,"14.6699","19.350100000000001","19.668700000000001","19.0519",".","18.764399999999998","17.743500000000001","18.4131","17.290400000000002","16.370799999999999",3.36042,3.27647,3.30328,3.37333,3.40968,3.46094,3.46774,3.46364,3.15098,3.12911,3.11667,3.24194,"14.6699","19.350100000000001","19.668700000000001","19.0519",".","18.764399999999998","17.743500000000001","18.4131","17.290400000000002","16.370799999999999",2.9
18618,1,".",2019-10-23,1,1,80,80,0,2020-11-01,"O",2020-02-02,"44107",".",".",".",".",".",".",".",3,".",0,".",NA,0,".",NA,".",".",".",".",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,1,"7","43768",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,1,"157","43918",3.5,"43768","3.5","43775","3.4","43782","3.3","43789","3.4","43796","3.4","43803","3.4","43810","3.4","43817","3.5","43824","3.5","43831","3.5",".",".",".",".",".",".",".",".",".",".",".",".",NA,".","3.5",NA,".",NA,48.53,54.26,56.64,".",".",".",19,3.3,"43787","3.3","26","43794","3.4","33","43801","3.4","40","Fall","PP",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"REP",1,"one_event",".",-0.2,"0","0.1","0.1",NA,"Q4","Q4","Q1",NA,"Q4","Q4","Q1","Q4","Q3","Q4","Q3","Q1","0","-0.1","-0.2","Q2","Q2","Q2","Q3","Q3","Q3",1,"0",3920.81749656,22.013726944,27.303063256,27.23139572,27.26314716,25.528611352,20.113176464,NA,NA,NA,NA,"157","CAR4","not_preg","15.2142","16.5199","16.877600000000001",".",".",".",".",".",".",".",3.54,3.46,3.64667,NA,NA,NA,NA,NA,NA,3.5,3.37667,3.4375,"15.2142","16.5199","16.877600000000001",".",".",".",".",".",".",".",3.3
18619,3,"43591",2019-08-03,1,1,60,60,0,2019-02-10,"O",2019-10-27,"43820","43846","44138","43955",".",".",".",".",6,".",0,".",NA,0,".",NA,".",".",".",".",".",0,NA,NA,1,"4","43684",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,1,"119","43799",0,NA,NA,0,NA,NA,1,"267","43947",3.2,"43687","3.2","43694","3.1","43701","3.1","43708","3","43715","3.1","43722","2.9","43729","3","43736","3","43743","3","43750","3","43757","3","43764","3","43771","3.1","43780","3.1",".","3.2",".",".",NA,".",".",NA,"3.1",NA,81.71,84.7,83.44,"43621","3.5","-59",39,2.9,".",".",".","43733","3","53","43740","3","60","Summer","MP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"OTH",1,"one_event","-0.3",-0.3,".","0.1","0.1","Q3","Q2","Q2","Q2","Q1","Q3",NA,NA,"Q2","Q3","Q2","Q2","Q1","0","-0.1","-0.1","Q2","Q2","Q3","Q1","Q1","Q2",1,".",8585.06320928,37.062548728,39.821748864,37.324724904,35.916321744,34.249824736,32.66089196,29.025805672,29.30884708,23.521920344,NA,"267","CAR4","not_preg","18.3309","19.335799999999999","18.619299999999999","18.6691",".",".",".","16.769500000000001","15.0908",".",3.13333,3.23333,3.20323,3.33182,3.44516,3.48333,NA,3.12759,3.00357,3.00323,3.08,3.11613,"18.3309","19.335799999999999","18.619299999999999","18.6691",".",".",".","16.769500000000001","15.0908",".",2.9
18621,3,"43736",2019-11-28,2,1,71,71,0,2020-07-02,"O",2020-03-15,"44016",".",".",".",".",".",".",".",3,"6",1,"131",131,0,"43928","P",".",".","0","0",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".","Sole Ulcer","251","44048",1,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.53,"43804","3.5","43811","3.4","43818","3.3","43825","3.1","43832","2.9","43839","2.8","43846","2.8",".",".",".",".",".",".",".",".",".",".","43888","3.1","43897","2.9",".",".",".","2.9",NA,".",".",NA,".",NA,98.39,111.84,115.37,"43736","3.8","-61",42,2.8,"43846","2.8","49",".",".",".",".",".",".","Fall","MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health","-0.27",-0.73,"0",".",".","Q4","Q4","Q2","Q2","Q1","Q1","Q1","Q1",NA,NA,NA,NA,"Q4","-0.03","-0.13","-0.23","Q2","Q2","Q2","Q4","Q3","Q3",1,"0",13925.73252792,44.628009696,57.040554776,54.948588472,51.837854536,50.63901088,47.179011104,45.984249776,43.27040884,38.255042096,37.081599592,".",NA,NA,"19.721699999999998","23.570499999999999","22.966699999999999","22.505700000000001","21.878900000000002","20.9998","20.866199999999999","20.005500000000001","19.106000000000002","18.963200000000001",2.91081,2.825,2.88033,3.00781,3.17419,3.14899,3.20979,3.19032,3.28315,3.27797,3.4,3.40161,"19.721699999999998","23.570499999999999","22.966699999999999","22.505700000000001","21.878900000000002","20.9998","20.866199999999999","20.005500000000001","19.106000000000002","18.963200000000001",2.8
18621,4,"44023",2021-01-14,2,1,60,60,0,2021-03-15,"O",2021-08-04,"44413","44322",".",".",".",".",".",".",4,"82",1,"142",142,0,"44352","P",".",".","0","0",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".","Sole Ulcer","177","44387",1,0,NA,NA,1,"125","44335","NOT A",0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",2.8,"44217","2.8","44224","2.8","44231","2.7","44238","2.9","44245","2.7","44252","2.7","44259","2.7","44266","2.7","44273","2.8","44280","2.7","44287","2.5","44294","2.9","44301","2.9","44310","2.8",".",".",".","3.4",NA,".",".",NA,".",NA,97.26,106.63,111.94,".",".",".",77,2.5,"44294","2.9","84","44301","2.9","91","44308","2.8","98","Winter","MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health",".",-0.3,"0.4","0.4","0.3",NA,"Q1","Q1","Q4",NA,"Q4","Q2","Q4","Q2","Q4","Q1","Q4","Q3","0","0","-0.1","Q2","Q3","Q4","Q1","Q1","Q1",1,"0",11005.36208248,44.117718696,56.018612,55.55821612,51.0064204,46.026887424,44.564960408,41.519090128,38.25141336,34.988272512,24.458587824,".",NA,NA,"19.8369","22.638200000000001","22.319299999999998","21.690899999999999","20.670500000000001","20.502400000000002","19.703800000000001","18.6691","18.1539","15.9681",2.91081,2.825,2.88033,3.00781,3.17419,3.14899,3.20979,3.19032,3.28315,3.27797,3.4,3.40161,"19.8369","22.638200000000001","22.319299999999998","21.690899999999999","20.670500000000001","20.502400000000002","19.703800000000001","18.6691","18.1539","15.9681",2.5
18634,1,".",2019-09-09,3,1,80,80,0,2019-11-28,"O",2020-01-01,"44014","43905","43942",".",".",".",".",".",5,"145",1,"225",225,0,"43942","P",".",".","0","0",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.4,"43724","3.4","43731","3.2","43738","3.2","43745","3.1","43752","3.1","43759","3.1","43766","3.1","43773","3","43780","3","43787","3","43794","3.1","43801","3.1","43808","3.1","43817","3.1",".",".",".",".",NA,".",".",NA,".",NA,47.71,55.67,61.92,".",".",".",54,3,"43778","3","61","43785","3.1","68","43792","3.1","75","Summer","PP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health",".",-0.4,"0","0.1","0.1",NA,"Q3","Q2","Q3",NA,"Q2","Q1","Q1","Q2","Q3","Q2","Q3","Q1","0","-0.2","-0.2","Q2","Q1","Q2","Q2","Q1","Q2",1,"131",9548.46993768,21.640420728,29.11380252,31.99184376,33.304085416,35.099856144,35.336177576,35.641444992,34.05568736,32.50667068,31.800427936,".",NA,NA,"14.4636","16.804200000000002","17.558199999999999","18.323399999999999","18.95","19.245200000000001","19.290500000000002","19.072199999999999","18.299900000000001","17.481100000000001",3.28571,3.36667,3.36667,3.42,3.43548,3.54543,3.52905,3.62258,3.51373,3.31111,3.32667,3.12188,"14.4636","16.804200000000002","17.558199999999999","18.323399999999999","18.95","19.245200000000001","19.290500000000002","19.072199999999999","18.299900000000001","17.481100000000001",3
18636,1,".",2019-10-17,1,1,103,103,0,2020-01-28,"P",2020-01-28,".",".",".",".",".",".",".",".",2,".",1,"103",103,0,"43858","P",".",".","0","0",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.37,"43762","3.4","43769","3.2","43776","3.2","43783","3.1","43790","3.1","43797","3.2","43804","3.1","43811","3.1","43818","3.2","43825","3.2","43832","3.2","43839","3.3",".",".",".",".",".",".",".",".",NA,".",".",NA,".",NA,56.89,67.59,72.82,".",".",".",26,3.1,"43788","3.1","33","43795","3.1","40","43802","3.1","47","Fall","PP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health",".",-0.27,"0","0","0",NA,"Q2","Q3","Q2",NA,"Q3","Q2","Q1","Q2","Q1","Q2","Q1","Q3","0.03","-0.17","-0.17","Q3","Q1","Q3","Q2","Q1","Q2",1,"0",10059.36875096,25.806209656,35.676371576,36.720086768,35.621486944,34.370480208,32.823731488,34.08290288,35.452297128,35.388794248,34.061584056,".",NA,NA,"15.6723","18.387","18.715199999999999","18.853300000000001","18.5867","18.227499999999999","18.547499999999999","18.759399999999999","18.907399999999999","18.592199999999998",3.32899,3.18966,3.26557,3.30333,3.35484,3.34818,3.33311,3.30323,3.5125,3.46977,3.22931,3.2,"15.6723","18.387","18.715199999999999","18.853300000000001","18.5867","18.227499999999999","18.547499999999999","18.759399999999999","18.907399999999999","18.592199999999998",3.1
18636,2,"44072",2020-10-23,1,1,60,60,0,2020-12-22,"O",2021-01-25,"44254","44273",".",".",".",".",".",".",4,"86",1,"146",146,0,"44273","P",".",".","0","0",".",0,NA,NA,1,"334","44461",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.3,"44134","3.2","44141","3.4","44148","3.3","44155","3.3","44162","3.2","44169","3.2","44176","3.3","44183","3.1","44190","3.1","44197","3.1","44204","3","44211","3.3","44218","3.2","44227","3.2",".",".",".",".",NA,".",".",NA,".",NA,107.4,109.85,110.02,"44072","3.3","-55",72,2.8,"44206","3.2","79","44213","3.2","86","44220","3.2","93","Fall","MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health","0",-0.5,"0.4","0.4","0.4","Q1","Q2","Q2","Q4","Q3","Q2","Q4","Q4","Q3","Q4","Q4","Q4","Q3","-0.1","0.1","0","Q2","Q4","Q4","Q1","Q3","Q3",1,"0",10818.74526184,48.713966432,50.72746132,49.656077016,49.31452224,46.182923072,45.47713392,41.765390584,38.066347824,38.322173712,38.661460528,".",NA,NA,"21.441299999999998","22.0428","21.8569","22.101299999999998","21.681699999999999","21.422000000000001","20.262799999999999","19.444299999999998","20.48","20.226900000000001",3.32899,3.18966,3.26557,3.30333,3.35484,3.34818,3.33311,3.30323,3.5125,3.46977,3.22931,3.2,"21.441299999999998","22.0428","21.8569","22.101299999999998","21.681699999999999","21.422000000000001","20.262799999999999","19.444299999999998","20.48","20.226900000000001",2.8
18638,1,".",2019-09-28,1,1,80,80,0,2019-12-17,"P",2019-12-17,".",".",".",".",".",".",".",".",1,".",1,"80",80,0,"43816","P",".",".","0","0",".",0,NA,NA,1,"201","43937",1,201,2020-04-16,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,1,"204","43940",3.5,"43743","3.5","43750","3.5","43757","3.4","43764","3.4","43771","3.4","43778","3.4","43785","3.3","43792","3.3","43799","3.4","43806","3.4","43813","3.4","43820","3.4","43827","3.4","43836","3.4",".",".",".",".",NA,".",".",NA,".",NA,49.9,59.47,65.46,".",".",".",32,3.3,"43775","3.4","39","43782","3.4","46","43789","3.3","53","Fall","PP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health",".",-0.2,"0.1","0.1","0",NA,"Q4","Q4","Q2",NA,"Q4","Q4","Q3","Q4","Q3","Q4","Q1","Q1","0","0","-0.1","Q2","Q3","Q3","Q3","Q4","Q4",1,"0",6164.62372256,22.6342408,31.616723176,33.855199696,34.506557808,33.252375928,33.412493904,28.430239376,NA,NA,NA,"204","CAR12","illness","15.0951","17.650099999999998","18.304200000000002",".",".",".",".",".",".",".",3.4,3.46,3.49333,NA,NA,NA,NA,NA,3.5,3.44516,3.36333,3.4,"15.0951","17.650099999999998","18.304200000000002",".",".",".",".",".",".",".",3.3
18640,1,".",2019-06-10,1,1,80,80,0,2019-12-25,"P",2019-12-25,".",".",".",".",".",".",".",".",1,".",1,"80",80,0,"43824","P",".",".","0","0",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,1,"6","43750",0,NA,NA,1,"25","43769",0,NA,NA,0,NA,NA,0,".",".",3.47,"43751","3.5","43758","3.4","43765","3.3","43772","3.3","43779","3.3","43786","3.3","43793","3.5","43800","3.4","43807","3.4",".",".",".",".",".",".","43835","3.4",".",".",".",".",".",".",NA,".","3.5",NA,"3.3",NA,54.48,62.03,67.42,".",".",".",21,3.3,"43772","3.3","28","43779","3.3","35","43786","3.3","42","Fall","PP",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"REP",1,"one_event",".",-0.17,"0","0","0",NA,"Q3","Q4","Q1",NA,"Q4","Q4","Q1","Q3","Q1","Q4","Q1","Q2","0.03","-7.0000000000000007E-2","-0.17","Q3","Q3","Q2","Q3","Q3","Q3",1,".",8446.51353288,24.7094242,31.67886528,34.26433968,33.381196056,30.715435872,30.248236112,28.217051136,27.517612272,27.423265136,24.059880456,".",NA,NA,"15.6389","17.5443","18.3032","18.033200000000001","17.828800000000001","17.768799999999999","17.301400000000001",".",".","16.1266",3.11842,3.14839,3.35574,3.33833,3.44839,3.5348,3.48153,3.4,NA,3.36939,3.23167,3.175,"15.6389","17.5443","18.3032","18.033200000000001","17.828800000000001","17.768799999999999","17.301400000000001",".",".","16.1266",3.3
18640,2,"44038",2020-10-01,1,1,60,60,0,2020-11-30,"O",2020-12-23,"44209","44281",".",".",".",".",".",".",4,"44",1,"104",104,0,"44209","A","154","44259","1","1","50",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,1,"155","44260",0,NA,NA,0,NA,NA,1,"357","44462",3.47,"44112","3.4","44119","3.3",".",".","44133","3.3","44140","3.2","44147","3.2","44154","3","44161","3","44168","3.1","44175","3","44182","3.1","44189","3.1","44196","3","44205","3.1","3.2",".",".",".",NA,".",".",NA,"3.2",NA,84.01,98.63,98.73,"44038","3.44","-67",49,3,"44161","3","56","44168","3.1","63","44175","3","70","Fall","MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HLT",0,"health","0.02",-0.47,"0","0.1","0","Q3","Q4","Q3","Q3","Q4","Q2","Q2","Q1","Q3","Q3","Q2","Q1","Q2","-7.0000000000000007E-2","-0.17",".","Q2","Q2",NA,"Q3","Q3",NA,1,".",8607.05788536,38.104903144,49.082283136,45.258956168,42.997346456,37.225841848,36.69332484,31.766862128,27.370648464,26.256626512,21.071162768,"357","CAR4","not_preg","18.441600000000001","21.530100000000001","20.8447","20.827999999999999","19.534500000000001","19.715800000000002","18.2315",".",".","15.148899999999999",3.11842,3.14839,3.35574,3.33833,3.44839,3.5348,3.48153,3.4,NA,3.36939,3.23167,3.175,"18.441600000000001","21.530100000000001","20.8447","20.827999999999999","19.534500000000001","19.715800000000002","18.2315",".",".","15.148899999999999",3
18645,3,"44458",2021-11-17,1,1,61,61,0,2022-01-17,"O",2022-06-02,"44744","44620","44620",".",".",".",".",".",5,".",0,".",NA,0,".",NA,".",".",".",".",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".","Warts","10","44527",1,0,NA,NA,0,".",".",NA,0,".",".",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.2,"44524","3.2","44531","3.1","44538","3","44545","3","44552","3","44559","2.9","44566","2.8","44573","2.9","44580","3.1","44587","2.8","44594","2.9","44601","2.9",".",".","44617","2.6",".",".",".","3.2",NA,".",".",NA,".",NA,100.69,111.11,117.54,".",".",".",94,2.6,"44618","2.6","101",".",".",".",".",".",".","Fall","MP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"OTH",1,"one_event",".",-0.6,"0",".",".",NA,"Q2","Q1","Q4",NA,"Q1","Q1","Q1",NA,NA,NA,NA,"Q4","0","-0.1","-0.2","Q2","Q2","Q2","Q1","Q1","Q1",1,"0",4884.2332968,45.670364112,57.255557384,57.070038256,54.045033208,NA,NA,NA,NA,NA,NA,".",NA,NA,"20.092700000000001","22.918399999999998",".",".",".",".",".",".",".",".",3.04156,2.93889,3.21967,3.27119,3.31935,3.30678,3.31873,3.345,3.29286,3.19487,3.16164,3.07531,"20.092700000000001","22.918399999999998",".",".",".",".",".",".",".",".",2.6
18649,1,".",2019-10-18,1,1,80,80,0,2020-06-01,"P",2020-06-01,".",".",".",".",".",".",".",".",1,".",1,"80",80,0,"43836","P",".",".","0","0",".",0,NA,NA,0,".",".",0,NA,NA,0,".",".",NA,".",".",0,0,NA,NA,0,".",".",NA,1,"13","43769",0,NA,NA,0,".",".",0,NA,NA,0,NA,NA,0,".",".",3.23,"43763","3","43770","2.8","43777","2.8","43784","2.7","43791","2.7","43798","2.7","43805","2.7","43812","2.8","43819","2.6","43826","2.7","43833","3","43840","2.9",".",".",".",".",".",".",".",".",NA,".","2.8",NA,".",NA,53.22,65.73,74.09,".",".",".",29,2.6,"43792","2.7","36","43799","2.7","43","43806","2.6","50","Fall","PP",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"REP",1,"one_event",".",-0.63,"0.1","0.1","0",NA,"Q1","Q1","Q2",NA,"Q1","Q1","Q3","Q1","Q3","Q1","Q1","Q2","-0.23","-0.43","-0.43","Q1","Q1","Q1","Q1","Q1","Q1",1,"0",11199.85326024,24.13789828,35.683175456,38.894153224,42.416295104,43.60379896,42.784611808,41.899653816,42.58321696,41.2655322,38.353925152,".",NA,NA,"14.5425","17.340800000000002","18.253299999999999","19.992000000000001","20.1357","19.8398","19.6922","19.7468",".","19.075700000000001",2.67922,2.64333,2.80656,2.94576,2.95484,2.8855,2.98237,2.9,3.00345,2.98158,2.795,2.80116,"14.5425","17.340800000000002","18.253299999999999","19.992000000000001","20.1357","19.8398","19.6922","19.7468",".","19.075700000000001",2.6
